🆕专享源①,#genre#
CCTV1,https://epg.pw/stream/7e61377fcb5ce33b24bf79088266ef4cb7f20dba91fee30faac2d6d92a28d468.m3u8
CCTV1,http://223.11.152.223:7777/udp/239.1.1.7:8007
CCTV1,http://115.239.107.34:9999/udp/233.50.201.95:5140
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.218.189.23:8081/tsfile/live/0001_1.m3u8
CCTV1,https://stream1.freetv.fun/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.m3u8
CCTV1,https://stream1.freetv.fun/03926cb79638398a11285c90b222911693264d56dc9fc0172bec90b39c6b371b.m3u8
CCTV1,http://114.253.165.121:10000/rtp/239.3.1.129:8008
CCTV1,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv1hd265/57/20191230/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
CCTV1,http://171.122.41.13:8082/rtp/226.0.2.18:8056
CCTV1,http://14.154.194.169:4022/rtp/239.77.1.20:5146
CCTV1,http://113.205.219.240:8002/udp/225.0.4.197:7980
CCTV1,http://125.89.163.44:8888/udp/239.77.0.119:5146
CCTV1,http://27.10.229.184:8005/udp/225.0.4.66:7980
CCTV1,http://14.112.86.108:8008/rtp/239.77.0.86:5146
CCTV1,http://60.184.42.82:8881/udp/233.50.201.226:5140
CCTV1,http://123.120.209.104:8888/rtp/239.3.1.129:8008
CCTV1,http://115.234.196.165:8808/udp/233.50.201.96:5140
CCTV1,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8
CCTV1,http://115.60.241.249:2000/rtp/225.1.4.73:1102
CCTV1,http://14.145.222.210:8888/rtp/239.77.1.17:5146
CCTV1,http://xgj.83mi.cn:8865/migu.php?id=cctv1
CCTV1,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/2500/01.m3u8?&HlsSubType=&encrypt=
CCTV1,http://110.178.52.111:8083/udp/239.1.1.7:8007
CCTV1,http://113.117.104.198:8800/udp/239.77.0.129:5146
CCTV1,http://183.3.134.56:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV1,http://58.41.27.144:18888/udp/239.45.3.145:5140
CCTV1,http://171.116.15.61:8085/rtp/226.0.2.153:9136
CCTV1,http://60.184.42.82:8881/udp/233.50.201.92:5140
CCTV1,http://60.184.42.82:8881/udp/233.50.202.22:5140
CCTV1,http://1.196.152.115:2000/rtp/239.16.10.220:2000
CCTV1,http://114.254.95.3:2222/rtp/239.3.1.129:8008
CCTV1,http://ddns.cyruslee.top:8888/udp/239.77.1.144:5146
CCTV1,http://222.182.59.238:4022/rtp/235.254.198.51:1480
CCTV1,http://219.147.200.9:18080/newlive/live/hls/1/live.m3u8
CCTV1,http://121.24.99.16:8090/hls/9/index.m3u8
CCTV1,http://125.89.163.44:8888/udp/239.77.0.86:5146
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8
CCTV1,http://125.89.163.44:8888/udp/239.77.1.144:5146
CCTV1,http://183.191.7.181:8003/rtp/226.0.2.18:8056
CCTV1,http://59.173.183.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.31.11.72:8000/rtp/239.77.1.20:5146
CCTV1,http://27.11.55.145:8005/udp/225.0.4.74:7980
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://171.107.72.19:4000/udp/239.81.0.13:4056
CCTV1,http://114.254.84.191:2222/rtp/239.3.1.129:8008
CCTV1,https://stream1.freetv.fun/e87ac64457c976111fc8524f11c25da508b807c29647c571b45ab13a609917c2.m3u8
CCTV1,http://219.159.147.195:9901/tsfile/live/1029_1.m3u8
CCTV1,http://115.222.143.106:8808/udp/233.50.200.247:5140
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV1,http://27.11.250.56:8008/udp/225.0.4.74:7980
CCTV1,http://1.183.141.194:8001/hls/1/index.m3u8
CCTV1,http://60.184.42.82:8881/udp/233.50.201.96:5140
CCTV1,http://110.189.102.15:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://211.158.152.197:8003/udp/225.0.4.74:7980
CCTV1,http://211.158.152.197:8001/udp/225.0.4.74:7980
CCTV1,http://14.154.194.169:4022/udp/239.77.0.119:5146
CCTV1,http://123.122.162.7:19999/rtp/239.3.1.129:8008
CCTV1,http://27.11.62.244:8010/udp/225.0.4.74:7980
CCTV1,http://110.178.52.111:8085/udp/239.1.1.7:8007
CCTV1,http://171.122.41.13:8082/rtp/226.0.2.16:8040
CCTV1,http://27.11.60.136:8003/udp/225.0.4.197:7980
CCTV1,http://113.100.72.213:8899/udp/239.77.1.144:5146
CCTV1,http://60.178.151.215:4022/udp/233.50.201.92:5140
CCTV1,http://115.222.143.106:8808/udp/233.50.201.226:5140
CCTV1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.97.122.89:9999/udp/233.50.200.99:5140
CCTV1,http://59.173.243.210:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8?
CCTV1,http://123.113.237.36:8012/rtp/239.3.1.129:8008
CCTV1,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/01.m3u8?&encrypt=967aa7900f57ec8a3e07ff77f11c9afb&HlsSubType=1&HlsProfileId=1&nphaid=0
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV1,http://171.119.204.190:6000/rtp/226.0.2.153:9136
CCTV1,http://14.154.194.169:4022/rtp/239.77.0.119:5146
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.113.111.37:4022/rtp/239.3.1.129:8008
CCTV1,http://14.145.222.210:8888/rtp/239.77.0.86:5146
CCTV1,http://www.yao87.com:4022/udp/239.76.253.151:9000
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.109.250.1:9999/udp/239.77.0.86:5146
CCTV1,http://61.157.139.15:9901/tsfile/live/2371_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://s.cdhongyuan.cn:4022/udp/239.93.0.184:5140
CCTV1,http://113.205.219.240:8002/udp/225.0.4.66:7980
CCTV1,http://14.154.194.169:4022/udp/239.77.0.129:5146
CCTV1,http://59.48.75.130:3052/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://115.234.196.165:8808/udp/233.50.201.95:5140
CCTV1,http://nas.tuyuannet.cn:8800/rtp/239.37.0.140:5540
CCTV1,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8
CCTV1,http://60.7.56.50:4000/udp/239.253.92.83:8012
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?
CCTV1,http://180.141.200.122:5432/udp/239.81.0.13:4056
CCTV1,http://123.97.122.89:9999/udp/233.50.202.21:5140
CCTV1,http://60.178.151.215:4022/udp/233.50.201.88:5140
CCTV1,http://115.222.143.106:8808/udp/233.50.201.97:5140
CCTV1,http://125.82.168.238:8888/rtp/235.254.198.51:1480
CCTV1,http://14.154.194.169:4022/rtp/239.77.1.17:5146
CCTV1,http://123.180.177.20:16000/udp/239.253.92.83:8012
CCTV1,http://119.129.172.208:8081/hls/1/index.m3u8
CCTV1,http://123.97.122.89:9999/udp/233.50.201.92:5140
CCTV1,http://183.191.7.181:8003/rtp/226.0.2.153:9136
CCTV1,http://27.10.96.10:8002/udp/225.0.4.74:7980
CCTV1,http://27.187.251.60:4300/rtp/239.254.200.45:8008
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://61.175.157.108:9999/udp/233.50.201.97:5140
CCTV1,http://115.222.143.106:8808/udp/233.50.201.54:5140
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://36.32.174.67:60080/newlive/live/hls/1/live.m3u8
CCTV1,http://118.122.2.29:9999/hls/1/index.m3u8
CCTV1,http://113.100.72.213:8899/udp/239.77.1.17:5146
CCTV1,http://115.222.143.106:8808/udp/233.50.201.222:5140
CCTV1,https://stream1.freetv.fun/9f70f5d60b14bb1ef93886f17fa8f20f55f4a36ac45206f6c5a5bf9654d6e4fb.m3u8
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://www.furymax.top:85/rtp/239.254.96.96:8550
CCTV1,http://14.145.222.210:8888/rtp/239.77.0.129:5146
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8
CCTV1,http://183.31.11.33:8011/udp/239.77.0.119:5146
CCTV1,http://113.109.250.1:9999/udp/239.77.0.129:5146
CCTV1,http://121.24.98.134:8090/hls/9/index.m3u8
CCTV1,http://115.239.107.34:9999/udp/233.50.201.96:5140
CCTV1,http://1.24.190.98:10089/hls/1/index.m3u8
CCTV1,http://27.11.255.247:8006/udp/225.0.4.1:7980
CCTV1,http://123.113.98.224:4022/rtp/239.3.1.129:8008
CCTV1,http://1.196.152.115:2000/rtp/239.16.10.209:2000
CCTV1,http://113.103.253.56:2000/udp/239.77.1.17:5146
CCTV1,http://27.11.60.136:8004/udp/225.0.4.74:7980
CCTV1,http://115.239.107.34:9999/udp/233.50.202.21:5140
CCTV1,http://60.178.151.215:4022/udp/233.50.201.94:5140
CCTV1,http://113.103.253.56:2000/udp/239.77.0.241:5146
CCTV1,http://183.185.70.167:8083/rtp/226.0.2.153:9136
CCTV1,http://mdxgh.tpddns.cn:88/mdxgh/cctv1
CCTV1,http://27.11.60.136:8003/udp/225.0.4.1:7980
CCTV1,http://cdn.jdshipin.com:8880/ysp.php?id=cctv1
CCTV1,http://nas.tuyuannet.cn:8800/rtp/239.37.0.150:5540
CCTV1,http://183.31.11.72:8000/rtp/239.77.0.86:5146
CCTV1,http://118.79.113.110:6001/rtp/226.0.2.153:9136
CCTV1,http://113.205.219.240:8002/udp/225.0.4.74:7980
CCTV1,http://60.184.42.82:8881/udp/233.50.201.94:5140
CCTV1,http://180.140.153.247:5432/udp/239.81.0.13:4056
CCTV1,http://115.222.143.106:8808/udp/233.50.202.22:5140
CCTV1,http://123.138.216.44:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://111.61.236.247:9081/hls/68/index.m3u8
CCTV1,http://171.116.15.61:8085/rtp/226.0.2.16:8040
CCTV1,http://27.11.54.148:8002/udp/225.0.4.74:7980
CCTV1,http://223.247.167.223:2000/rtp/238.1.78.166:7200
CCTV1,http://wuqianmu.synology.me:4000/udp/232.0.0.27:1234
CCTV1,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8
CCTV1,http://115.234.196.165:8808/udp/233.50.201.97:5140
CCTV1,http://111.225.49.176:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://114.254.189.28:9999/rtp/239.3.1.129:8008
CCTV1,http://118.81.98.130:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/index.m3u8
CCTV1,http://60.178.151.215:4022/udp/233.50.201.97:5140
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?
CCTV1,http://61.175.157.108:9999/udp/233.50.201.92:5140
CCTV1,http://219.159.147.195:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://58.48.37.158:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://115.222.143.106:8808/udp/233.50.201.94:5140
CCTV1,http://171.108.239.129:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://171.117.181.21:8082/rtp/226.0.2.153:9136
CCTV1,http://223.10.21.226:8082/udp/239.1.1.7:8007
CCTV1,http://115.234.196.165:8808/udp/233.50.201.92:5140
CCTV1,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv1
CCTV1,http://119.39.97.2:9002/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.26.167.187:8084/udp/239.1.1.7:8007
CCTV1,http://115.222.143.106:8808/udp/233.50.201.99:5140
CCTV1,http://1.195.111.251:11190/tsfile/live/0001_1.m3u8
CCTV1,https://epg.pw/stream/4a250dafef7349ead704088bec3993f3cd3b2cdcb604f23bbf700da31434fa08.m3u8
CCTV1,http://115.239.107.34:9999/udp/233.50.201.99:5140
CCTV1,http://61.175.157.108:9999/udp/233.50.201.95:5140
CCTV1,http://171.116.156.116:8084/rtp/226.0.2.153:9136
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://1.196.152.115:2000/rtp/239.16.10.1:2000
CCTV1,http://223.247.167.221:2000/rtp/238.1.78.166:7200
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://27.11.60.136:8003/udp/225.0.4.74:7980
CCTV1,http://115.222.143.106:8808/udp/233.50.201.1:5140
CCTV1,http://60.184.42.82:8881/udp/233.50.200.143:5140
CCTV1,http://123.113.99.151:4022/rtp/239.3.1.129:8008
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?
CCTV1,http://118.79.113.110:6001/rtp/226.0.2.18:8056
CCTV1,http://cn.zzmd.fun:8888/rtp/239.3.1.129:8008
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8
CCTV1,http://dms.yryyj.site:8188/udp/239.76.245.51:1234
CCTV1,http://115.234.196.165:8808/udp/233.50.201.99:5140
CCTV1,http://zy.otioi.cn/live/live.php?token=pfVmkew4&id=cctv1
CCTV1,http://61.140.148.82:3333/rtp/239.77.0.86:5146
CCTV1,http://60.208.104.234:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://222.130.146.175:8888/rtp/239.3.1.129:8008
CCTV1,http://113.103.253.56:2000/udp/239.77.0.119:5146
CCTV1,http://60.178.151.215:4022/udp/233.50.201.31:5140
CCTV1,http://222.130.82.155:4022/rtp/239.3.1.129:8008
CCTV1,http://183.184.11.221:8082/rtp/226.0.2.153:9136
CCTV1,http://222.137.228.62:808/hls/1/index.m3u8
CCTV1,http://183.31.11.72:8000/rtp/239.77.0.119:5146
CCTV1,http://115.239.107.34:9999/udp/233.50.201.31:5140
CCTV1,http://61.175.157.108:9999/udp/233.50.200.99:5140
CCTV1,http://171.120.218.104:8082/rtp/226.0.2.18:8056
CCTV1,http://27.11.251.100:8005/udp/225.0.4.74:7980
CCTV1,http://60.184.42.82:8881/udp/233.50.201.54:5140
CCTV1,http://1.196.152.115:2000/rtp/239.16.20.46:10460
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
CCTV1,http://115.239.107.34:9999/udp/233.50.200.143:5140
CCTV1,http://123.160.175.63:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://110.178.38.156:8083/udp/239.1.1.7:8007
CCTV1,http://220.175.145.6:9000/udp/239.252.219.200:5140
CCTV1,http://27.11.62.244:8009/udp/225.0.4.66:7980
CCTV1,http://114.254.84.197:2222/rtp/239.3.1.129:8008
CCTV1,http://118.81.98.130:9999/tsfile/live/0001_1.m3u8
CCTV1,http://113.103.253.56:2000/rtp/239.77.1.17:5146
CCTV1,http://113.66.41.152:10000/rtp/239.77.0.129:5146
CCTV1,http://117.72.68.25:9930/cctv.php?id=cctv1
CCTV1,http://123.121.73.105:8686/rtp/239.3.1.129:8008
CCTV1,http://27.10.96.10:8003/udp/225.0.4.74:7980
CCTV1,http://ly123.fun:10000/rtp/235.254.198.51:1480
CCTV1,http://60.178.151.215:4022/udp/233.50.201.222:5140
CCTV1,http://27.11.62.244:8009/udp/225.0.4.74:7980
CCTV1,http://123.97.122.89:9999/udp/233.50.201.1:5140
CCTV1,http://14.29.76.30:9901/tsfile/live/1000_1.m3u8
CCTV1,http://119.98.133.9:5555/udp/239.254.96.96:8550
CCTV1,http://183.191.7.181:8003/rtp/226.0.2.16:8040
CCTV1,http://115.234.196.165:8808/udp/233.50.201.118:5140
CCTV1,http://121.24.98.229:8090/hls/9/index.m3u8
CCTV1,http://60.178.151.215:4022/udp/233.50.201.226:5140
CCTV1,http://115.222.143.106:8808/udp/233.50.202.21:5140
CCTV1,http://14.112.86.108:8008/rtp/239.77.0.14:5146
CCTV1,http://ddns.cyruslee.top:8888/udp/239.77.0.129:5146
CCTV1,http://113.117.104.198:8800/udp/239.77.1.17:5146
CCTV1,http://123.97.122.89:9999/udp/233.50.201.54:5140
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
CCTV1,http://183.31.11.72:8000/udp/239.77.0.86:5146
CCTV1,http://home.oxtv.top:5066/udp/239.21.1.1:5002
CCTV1,http://60.184.42.82:8881/udp/233.50.201.1:5140
CCTV1,http://14.154.194.169:4022/rtp/239.77.0.241:5146
CCTV1,http://123.144.31.189:8002/udp/225.0.4.74:7980
CCTV1,http://171.80.235.51:8888/udp/239.254.96.96:8550
CCTV1,http://116.116.118.135:9999/udp/239.125.2.66:4120
CCTV1,http://zmcy.gzcy020.cn:50000/udp/239.77.0.129:5146
CCTV1,http://121.32.204.50:9999/udp/239.77.1.144:5146
CCTV1,http://27.11.255.247:8006/udp/225.0.4.66:7980
CCTV1,http://fangke.blueswords.com:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://110.53.218.182:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://115.234.196.165:8808/udp/233.50.201.222:5140
CCTV1,http://60.178.151.215:4022/udp/233.50.201.99:5140
CCTV1,http://60.178.151.215:4022/udp/233.50.201.54:5140
CCTV1,http://171.116.190.8:8084/rtp/226.0.2.153:9136
CCTV1,http://113.66.41.152:10000/rtp/239.77.0.14:5146
CCTV1,http://115.239.107.34:9999/udp/233.50.201.97:5140
CCTV1,http://182.117.136.23:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://27.18.5.191:8088/rtp/239.254.96.96:8550
CCTV1,http://171.117.181.21:8082/rtp/226.0.2.16:8040
CCTV1,http://59.173.134.164:8880/udp/239.254.96.96:8550
CCTV1,http://123.97.122.89:9999/udp/233.50.201.97:5140
CCTV1,http://183.31.11.33:8011/udp/239.77.1.17:5146
CCTV1,http://124.205.11.242:91/live/CCTV1hd-8M/live.m3u8
CCTV1,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://171.116.190.8:8082/rtp/226.0.2.16:8040
CCTV1,http://222.90.31.220:8899/rtp/239.112.205.59:5140
CCTV1,http://123.97.122.89:9999/udp/233.50.201.94:5140
CCTV1,http://115.234.196.165:8808/udp/233.50.202.22:5140
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://115.222.143.106:8808/udp/233.50.201.88:5140
CCTV1,http://125.89.163.44:8888/udp/239.77.1.17:5146
CCTV1,http://115.234.196.165:8808/udp/233.50.200.130:5140
CCTV1,http://220.202.98.51:14901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://14.145.222.210:8888/udp/239.77.1.17:5146
CCTV1,http://180.141.200.122:5432/udp/239.81.0.102:4056
CCTV1,http://171.122.41.13:8082/rtp/226.0.2.153:9136
CCTV1,http://171.8.244.248:808/hls/1/index.m3u8
CCTV1,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
CCTV1,http://27.11.255.247:8006/udp/225.0.4.197:7980
CCTV1,http://218.21.121.28:8888/udp/239.81.0.102:4056
CCTV1,https://stream1.freetv.fun/32f2971092f2d6d62d14ecf5b7fec403c96200d3d03e70c6bc7deb2f66cf9fbb.m3u8
CCTV1,http://114.242.32.17:2121/rtp/239.3.1.129:8008
CCTV1,http://1.203.76.10:7788/udp/225.1.8.101:8080
CCTV1,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000018602/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000018602
CCTV1,http://123.97.122.89:9999/udp/233.50.200.143:5140
CCTV1,http://110.241.188.219:808/hls/1/index.m3u8
CCTV1,http://221.205.60.71:8084/rtp/226.0.2.16:8040
CCTV1,http://xuys.top:8888/udp/225.1.1.12:5002
CCTV1,http://183.31.11.72:8000/udp/239.77.1.144:5146
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://27.11.59.1:8005/udp/225.0.4.74:7980
CCTV1,http://222.241.154.37:9901/tsfile/live/23001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.189.36.155:9901/tsfile/live/1156_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://epg.pw/stream/149d9ac1b6234f41c3e61634bbcb0508dee05c6abcb3d3d0486431e52151e0d0.m3u8
CCTV1,http://wouu.net:9977/udp/239.93.0.184:5140
CCTV1,http://113.100.72.213:8899/udp/239.77.0.129:5146
CCTV1,http://60.184.42.82:8881/udp/233.50.201.97:5140
CCTV1,http://171.117.181.21:8082/rtp/226.0.2.18:8056
CCTV1,http://183.31.11.33:8011/udp/239.77.0.86:5146
CCTV1,http://123.97.122.89:9999/udp/233.50.202.22:5140
CCTV1,http://171.107.72.19:4000/udp/239.81.0.102:4056
CCTV1,http://113.100.72.213:8899/udp/239.77.0.119:5146
CCTV1,http://115.239.107.34:9999/udp/233.50.201.226:5140
CCTV1,http://123.189.36.7:9901/tsfile/live/1156_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://221.223.92.26:4022/rtp/239.3.1.129:8008
CCTV1,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.129:8008
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8
CCTV1,http://115.239.107.34:9999/udp/233.50.201.1:5140
CCTV1,http://nas.hssvm.com:8888/rtp/225.1.1.120:5002
CCTV1,http://27.10.229.184:8005/udp/225.0.4.1:7980
CCTV1,http://111.225.49.66:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://epg.pw/stream/e87ac64457c976111fc8524f11c25da508b807c29647c571b45ab13a609917c2.m3u8
CCTV1,http://115.222.143.106:8808/udp/233.50.201.92:5140
CCTV1,http://115.234.196.165:8808/udp/233.50.201.1:5140
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://218.15.214.115:10000/rtp/239.77.0.86:5146
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://27.18.5.191:8088/udp/239.69.1.102:10250
CCTV2,http://61.175.157.108:9999/udp/233.50.201.2:5140
CCTV2,http://14.145.222.210:8888/udp/239.77.1.158:5146
CCTV2,http://115.234.196.165:8808/udp/233.50.200.25:5140
CCTV2,http://cdn.jdshipin.com:8880/ysp.php?id=cctv2
CCTV2,https://epg.pw/stream/d6c1a851f2f79d30809b9559aadfaf6c70046913a43b61cda0b653a877209d0e.m3u8
CCTV2,http://123.122.162.7:19999/rtp/239.3.1.60:8084
CCTV2,http://xgj.83mi.cn:8865/migu.php?id=cctv2
CCTV2,http://115.234.196.165:8808/udp/233.50.201.119:5140
CCTV2,http://27.11.251.100:8002/udp/225.0.4.132:7980
CCTV2,http://60.10.139.10:8801/hls/2/index.m3u8
CCTV2,http://125.89.163.44:8888/udp/239.77.1.158:5146
CCTV2,http://202.103.213.182:8888/udp/239.81.0.115:4056
CCTV2,http://183.31.11.33:8011/udp/239.77.0.137:5146
CCTV2,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8
CCTV2,http://ly123.fun:10000/rtp/235.254.198.2:1284
CCTV2,http://101.27.34.77:2888/hls/2/index.m3u8
CCTV2,http://61.136.67.238:50085/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.103.253.56:2000/udp/239.77.1.158:5146
CCTV2,http://125.82.168.238:8888/rtp/235.254.198.2:1284
CCTV2,http://59.172.145.8:10000/udp/239.69.1.102:10250
CCTV2,http://nas.hssvm.com:8888/rtp/225.1.1.133:5002
CCTV2,http://114.254.95.3:2222/rtp/239.3.1.60:8084
CCTV2,http://117.32.84.215:8020/rtp/239.112.205.78:5140
CCTV2,http://211.158.152.197:8003/udp/225.0.4.132:7980
CCTV2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8?
CCTV2,http://110.53.218.182:9902/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,https://epg.pw/stream/c02792b46c4e1dc61a0f07664344f9edef7cc83e815b166a66c19081ce1cab43.m3u8
CCTV2,http://113.57.93.165:9900/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://27.11.60.136:8004/udp/225.0.4.132:7980
CCTV2,http://113.109.250.1:9999/udp/239.77.1.158:5146
CCTV2,https://stream1.freetv.fun/ada063c76ea9d561f08284d973fd7ef10fabf4ed18f2af169cdddd85a4b51113.m3u8
CCTV2,http://171.122.41.13:8082/rtp/226.0.2.19:8064
CCTV2,http://113.205.219.240:8001/udp/225.0.4.2:7980
CCTV2,http://119.98.133.9:5555/udp/239.69.1.102:10250
CCTV2,http://123.97.122.89:9999/udp/233.50.200.100:5140
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV2,http://1.24.190.98:10080/hls/2/index.m3u8
CCTV2,http://39.164.202.90:8899/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.241.154.37:9901/tsfile/live/23002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://223.11.152.223:7777/udp/239.1.1.8:8008
CCTV2,http://182.117.136.179:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
